100.0
4943.png,0
1988.png,1
3850.png,1
1293.png,1
670.png,0
1521.png,1
4638.png,0
777.png,0
3628.png,1
3280.png,0
4732.png,0
3718.png,1
4621.png,1
2437.png,0
4928.png,1
3995.png,0
2395.png,1
3045.png,1
3000.png,1
2255.png,0
2735.png,0
4528.png,0
3665.png,0
1719.png,1
2929.png,0
1242.png,0
1631.png,1
3337.png,1
2468.png,0
2837.png,1
3242.png,1
4695.png,1
1823.png,1
2392.png,0
3365.png,0
3661.png,1
1836.png,0
1052.png,1
2166.png,1
404.png,1
3371.png,1
1861.png,1
3751.png,0
1265.png,0
2997.png,0
1538.png,1
1862.png,0
4094.png,0
3556.png,0
4125.png,1
1904.png,0
4752.png,0
3409.png,0
1931.png,0
293.png,1
4255.png,0
157.png,1
1144.png,0
46.png,0
1810.png,1
1751.png,0
557.png,0
3598.png,0
4209.png,1
677.png,0
4465.png,0
1429.png,0
4849.png,1
4961.png,1
3794.png,0
2596.png,1
3630.png,1
3251.png,1
3774.png,1
3573.png,0
3509.png,0
1202.png,1
2972.png,0
496.png,0
3664.png,0
2455.png,1
3693.png,0
4077.png,0
2408.png,0
3724.png,0
3677.png,0
3367.png,1
922.png,0
1325.png,1
2024.png,0
3979.png,0
3150.png,0
1141.png,1
1894.png,1
3275.png,0
3958.png,1
2608.png,1
3330.png,1
2081.png,0
1775.png,1
2247.png,0
1069.png,1
2471.png,0
2789.png,1
1548.png,0
648.png,0
900.png,0
2758.png,1
2854.png,0
945.png,1
3032.png,0
1399.png,0
1061.png,0
1726.png,0
4646.png,0
3681.png,1
3132.png,0
3192.png,0
2177.png,0
3011.png,1
2898.png,0
3607.png,0
51.png,1
2433.png,1
4521.png,0
61.png,0
1187.png,0
389.png,1
3990.png,1
4339.png,0
4990.png,1
484.png,1
3930.png,0
1906.png,0
2971.png,0
1145.png,1
3826.png,1
3058.png,0
4424.png,0
4105.png,1
4392.png,1
4770.png,0
1878.png,0
2535.png,1
4995.png,0
2844.png,0
840.png,0
780.png,0
1536.png,1
285.png,1
4250.png,1
829.png,1
493.png,1
4714.png,1
4982.png,1
626.png,0
216.png,1
2358.png,0
2262.png,1
4587.png,1
992.png,1
4689.png,1
3069.png,0
200.png,0
3240.png,1
1096.png,1
4443.png,0
3672.png,1
192.png,1
3555.png,1
723.png,0
597.png,1
1708.png,0
2134.png,0
3649.png,0
682.png,0
4738.png,0
1366.png,0
2950.png,0
256.png,1
524.png,1
1267.png,1
270.png,0
396.png,1
4008.png,1
1112.png,0
2420.png,1
2543.png,0
3062.png,0
4553.png,0
4711.png,0
4137.png,0
2538.png,1
4316.png,1
1576.png,0
75.png,0
349.png,0
919.png,1
4828.png,1
3581.png,1
818.png,1
4761.png,0
366.png,1
1486.png,0
3543.png,1
1747.png,1
3085.png,1
3711.png,1
3285.png,0
1762.png,0
863.png,0
1444.png,1
337.png,0
2825.png,0
4305.png,1
3471.png,0
4352.png,0
4578.png,1
1759.png,0
537.png,0
1696.png,1
2719.png,0
2892.png,0
3721.png,0
1859.png,1
2576.png,0
295.png,0
48.png,1
3453.png,1
1648.png,0
1269.png,1
773.png,1
2722.png,0
4894.png,0
2629.png,0
92.png,0
1824.png,0
168.png,0
943.png,0
2638.png,0
3.png,0
2044.png,1
1771.png,0
2382.png,0
2378.png,1
3937.png,1
4685.png,0
2441.png,1
4887.png,0
3372.png,1
2843.png,0
4762.png,0
4968.png,1
4487.png,0
4755.png,1
3137.png,1
1431.png,1
618.png,0
3247.png,0
3765.png,0
