99.12
4192.png,0
1410.png,1
4509.png,0
4897.png,0
1280.png,0
212.png,0
3659.png,0
3260.png,0
2972.png,1
4415.png,0
4796.png,0
4385.png,0
1219.png,1
4777.png,1
659.png,0
3024.png,1
454.png,1
1704.png,0
1494.png,0
4752.png,1
3639.png,0
2644.png,0
13.png,0
742.png,1
1055.png,1
2858.png,1
4608.png,0
1984.png,1
2883.png,0
4714.png,0
3734.png,0
4699.png,0
1448.png,0
4105.png,0
4339.png,0
1058.png,0
2402.png,0
888.png,0
402.png,1
2740.png,0
2166.png,0
2276.png,0
2520.png,0
3236.png,0
2154.png,0
580.png,0
2099.png,0
4299.png,0
719.png,1
2946.png,0
3956.png,0
4114.png,0
3076.png,0
113.png,1
636.png,0
171.png,0
4238.png,0
3977.png,0
9.png,1
4818.png,0
3177.png,0
4945.png,0
97.png,1
410.png,0
1995.png,0
3779.png,1
563.png,0
3474.png,0
1719.png,0
1749.png,0
430.png,0
1850.png,1
460.png,0
3590.png,1
100.png,0
1556.png,0
4233.png,0
2625.png,0
120.png,1
1273.png,1
953.png,1
121.png,1
3939.png,0
3399.png,0
1608.png,0
2828.png,0
154.png,0
1567.png,1
3311.png,0
3849.png,0
4866.png,0
619.png,1
2292.png,0
189.png,0
4008.png,0
3002.png,0
1980.png,1
1286.png,0
1317.png,1
2546.png,0
3492.png,0
3643.png,0
4580.png,0
3325.png,0
3585.png,0
4160.png,0
4653.png,0
4809.png,1
490.png,1
1520.png,0
1035.png,0
1669.png,1
3504.png,0
2052.png,0
3274.png,0
2743.png,1
1397.png,0
119.png,0
911.png,0
2645.png,0
929.png,0
1897.png,1
943.png,0
1733.png,0
4477.png,0
1109.png,0
856.png,0
1158.png,0
390.png,0
2591.png,0
2769.png,0
1044.png,0
320.png,0
887.png,1
3097.png,0
3214.png,0
4822.png,1
800.png,0
4187.png,0
1341.png,1
2629.png,0
2723.png,0
2143.png,0
1740.png,1
1468.png,0
4535.png,0
4927.png,0
705.png,0
4398.png,0
4126.png,0
1420.png,0
3222.png,1
1632.png,0
2810.png,1
791.png,0
3737.png,0
2571.png,1
1593.png,1
4850.png,0
2748.png,1
309.png,0
1010.png,0
1651.png,0
3633.png,1
1773.png,1
581.png,0
1308.png,1
4171.png,0
1896.png,1
4983.png,0
2334.png,0
2185.png,1
323.png,0
2082.png,0
3252.png,0
2001.png,1
4547.png,1
4930.png,0
1715.png,0
4301.png,0
1693.png,0
2009.png,0
2986.png,0
4800.png,0
3679.png,0
925.png,1
4970.png,0
1268.png,1
3494.png,1
2881.png,1
4860.png,0
3731.png,0
4607.png,0
2353.png,1
4826.png,0
2481.png,0
3030.png,1
2068.png,0
3919.png,0
3299.png,0
2145.png,1
508.png,0
3605.png,0
2443.png,0
2094.png,0
332.png,0
1615.png,1
3221.png,0
4270.png,1
4586.png,1
4590.png,0
2312.png,1
2474.png,1
1265.png,0
2294.png,0
2527.png,0
2919.png,0
4644.png,0
2823.png,0
2706.png,0
4113.png,0
3112.png,0
139.png,0
24.png,1
2293.png,0
2244.png,0
3567.png,0
816.png,0
2467.png,0
190.png,1
1034.png,1
96.png,0
107.png,1
4907.png,0
42.png,0
2993.png,0
4093.png,0
1804.png,0
1611.png,1
2048.png,0
2897.png,0
2971.png,1
165.png,1
4892.png,0
2243.png,0
3834.png,0
3545.png,0
3404.png,1
325.png,0
4884.png,0
676.png,0
3107.png,0
4395.png,0
4737.png,0
50.png,0
2153.png,1
3812.png,1
4974.png,0
712.png,1
506.png,0
1996.png,1
2656.png,0
4915.png,0
1067.png,0
4219.png,0
533.png,0
913.png,1
2484.png,0
1772.png,1
3125.png,0
4433.png,0
4773.png,0
3876.png,0
885.png,0
1880.png,0
2306.png,0
4531.png,0
3201.png,1
847.png,1
1476.png,1
1310.png,1
3699.png,0
1844.png,1
4357.png,1
2832.png,0
3948.png,1
3287.png,0
4039.png,0
3158.png,0
1928.png,0
2932.png,1
1602.png,0
933.png,0
3528.png,0
615.png,0
328.png,0
1362.png,1
4870.png,0
4239.png,1
2754.png,0
1839.png,0
186.png,0
3021.png,1
3824.png,0
593.png,0
1644.png,0
3598.png,0
4689.png,0
3.png,0
2768.png,1
1791.png,0
4394.png,0
802.png,1
3486.png,0
4649.png,1
4358.png,0
2909.png,0
4474.png,0
2101.png,0
1136.png,1
3556.png,0
635.png,0
1971.png,1
187.png,1
4205.png,0
2248.png,0
2827.png,0
4517.png,1
1849.png,0
1329.png,1
1652.png,0
2238.png,0
3256.png,0
491.png,1
3354.png,0
4657.png,0
832.png,1
4248.png,0
4491.png,0
1958.png,0
2598.png,0
2908.png,0
3066.png,0
1429.png,1
4973.png,0
3082.png,1
999.png,0
1134.png,0
445.png,0
3149.png,1
693.png,0
1459.png,0
1291.png,1
4814.png,1
1153.png,0
2465.png,1
4234.png,0
3877.png,0
4101.png,0
4075.png,0
992.png,0
2264.png,1
2339.png,1
2208.png,0
673.png,0
35.png,1
994.png,0
3650.png,0
2146.png,1
520.png,1
969.png,0
4350.png,0
3063.png,1
2522.png,1
3347.png,0
3768.png,0
898.png,1
3901.png,1
1012.png,0
2550.png,1
3464.png,1
4498.png,1
1003.png,0
1994.png,1
1353.png,0
4231.png,0
2386.png,0
3040.png,0
488.png,1
2988.png,0
2512.png,0
3724.png,0
3874.png,1
2890.png,0
3046.png,0
4190.png,1
3781.png,1
2319.png,0
1026.png,0
2807.png,1
3455.png,1
1375.png,0
2010.png,1
